command_index,manifest,status,exit_code,start_time,end_time,duration_seconds,stdout_log,stderr_log,command
"71","imbalance_clean_seed4.txt","success","0","2026-08-30T13:07:53.1416173+02:00","2026-08-30T13:09:11.8520914+02:00","78.71","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_071.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_071.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1500,1500,1500,3500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 0"
"72","imbalance_clean_seed4.txt","success","0","2026-08-30T13:09:11.8616760+02:00","2026-08-30T13:10:18.5759473+02:00","66.71","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_072.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_072.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1500,1500,1500,3500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"73","imbalance_clean_seed4.txt","success","0","2026-08-30T13:10:18.5759473+02:00","2026-08-30T13:11:26.3302026+02:00","67.75","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_073.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_073.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1500,1500,1500,3500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"74","imbalance_clean_seed4.txt","success","0","2026-08-30T13:11:26.3302026+02:00","2026-08-30T13:13:47.6048010+02:00","141.27","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_074.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_074.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1500,1500,1500,3500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"75","imbalance_clean_seed4.txt","success","0","2026-08-30T13:13:47.6073964+02:00","2026-08-30T13:15:10.0425476+02:00","82.44","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_075.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_075.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1500,1500,1500,3500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"76","imbalance_clean_seed4.txt","success","0","2026-08-30T13:15:10.0475483+02:00","2026-08-30T13:16:18.6087338+02:00","68.56","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_076.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_076.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 3500,1500,1500,1500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 0"
"77","imbalance_clean_seed4.txt","success","0","2026-08-30T13:16:18.6126223+02:00","2026-08-30T13:17:30.1252246+02:00","71.51","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_077.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_077.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 3500,1500,1500,1500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"78","imbalance_clean_seed4.txt","success","0","2026-08-30T13:17:30.1252246+02:00","2026-08-30T13:18:42.2943235+02:00","72.17","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_078.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_078.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 3500,1500,1500,1500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"79","imbalance_clean_seed4.txt","success","0","2026-08-30T13:18:42.2971949+02:00","2026-08-30T13:21:11.1261829+02:00","148.83","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_079.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_079.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 3500,1500,1500,1500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"80","imbalance_clean_seed4.txt","success","0","2026-08-30T13:21:11.1401184+02:00","2026-08-30T13:22:41.7622493+02:00","90.62","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_080.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_080.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 3500,1500,1500,1500 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"81","imbalance_clean_seed4.txt","success","0","2026-08-30T13:22:41.7692965+02:00","2026-08-30T13:24:00.6501484+02:00","78.88","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_081.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_081.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1000,1000,1000,5000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 0"
"82","imbalance_clean_seed4.txt","success","0","2026-08-30T13:24:00.6501484+02:00","2026-08-30T13:25:18.1977899+02:00","77.55","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_082.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_082.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1000,1000,1000,5000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"83","imbalance_clean_seed4.txt","success","0","2026-08-30T13:25:18.2007898+02:00","2026-08-30T13:26:35.6270600+02:00","77.43","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_083.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_083.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1000,1000,1000,5000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"84","imbalance_clean_seed4.txt","success","0","2026-08-30T13:26:35.6633746+02:00","2026-08-30T13:29:00.2503851+02:00","144.59","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_084.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_084.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1000,1000,1000,5000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"85","imbalance_clean_seed4.txt","success","0","2026-08-30T13:29:00.2585264+02:00","2026-08-30T13:30:27.0306485+02:00","86.77","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_085.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_085.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 1000,1000,1000,5000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"86","imbalance_clean_seed4.txt","success","0","2026-08-30T13:30:27.0350270+02:00","2026-08-30T13:31:44.3089382+02:00","77.27","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_086.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_086.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,1000,1000,1000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 0"
"87","imbalance_clean_seed4.txt","success","0","2026-08-30T13:31:44.3144867+02:00","2026-08-30T13:32:56.4119689+02:00","72.1","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_087.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_087.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,1000,1000,1000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"88","imbalance_clean_seed4.txt","success","0","2026-08-30T13:32:56.4172612+02:00","2026-08-30T13:34:06.9542417+02:00","70.54","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_088.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_088.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,1000,1000,1000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"89","imbalance_clean_seed4.txt","success","0","2026-08-30T13:34:06.9759962+02:00","2026-08-30T13:36:22.7267080+02:00","135.75","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_089.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_089.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,1000,1000,1000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"90","imbalance_clean_seed4.txt","success","0","2026-08-30T13:36:22.7571201+02:00","2026-08-30T13:37:48.7999261+02:00","86.04","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_090.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_090.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\imbalance_clean_v1 --exp_name imbalance_clean --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 4 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,1000,1000,1000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --exp_name imbalance_clean --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"91","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:37:48.8423211+02:00","2026-08-30T13:39:00.3037924+02:00","71.46","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_091.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_091.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition balanced_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 0"
"92","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:39:00.3077890+02:00","2026-08-30T13:40:13.2273092+02:00","72.92","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_092.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_092.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition balanced_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"93","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:40:13.2273092+02:00","2026-08-30T13:41:24.9853560+02:00","71.76","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_093.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_093.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition balanced_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"94","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:41:24.9853560+02:00","2026-08-30T13:43:45.8199062+02:00","140.83","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_094.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_094.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition balanced_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"95","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:43:45.8199062+02:00","2026-08-30T13:45:10.1500200+02:00","84.33","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_095.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_095.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 2000,2000,2000,2000 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition balanced_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"96","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:45:10.1534673+02:00","2026-08-30T13:46:29.3993818+02:00","79.25","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_096.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_096.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,2000,800,200 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition long_tail_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 0"
"97","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:46:29.4063688+02:00","2026-08-30T13:48:02.6542180+02:00","93.25","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_097.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_097.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,2000,800,200 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition long_tail_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
"98","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:48:02.6580238+02:00","2026-08-30T13:49:39.1626011+02:00","96.5","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_098.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_098.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm groupdro --steps 1000 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,2000,800,200 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition long_tail_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --groupdro_eta 0.1 --save_ckpts"
"99","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:49:39.1666994+02:00","2026-08-30T13:52:26.8143392+02:00","167.65","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_099.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_099.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm iro --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,2000,800,200 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition long_tail_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"100","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:52:26.8143392+02:00","2026-08-30T13:53:57.9038706+02:00","91.09","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_100.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_100.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm inftask --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5000,2000,800,200 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition long_tail_visible --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --save_ckpts"
"101","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:53:57.9137947+02:00","2026-08-30T13:55:24.4591145+02:00","86.55","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_101.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_101.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm erm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5800,1800,350,50 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition near_missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 0"
"102","e3b_tail_support_seed3.txt","success","0","2026-08-30T13:55:24.4591145+02:00","2026-08-30T13:56:49.4552617+02:00","85","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_102.out.txt","C:\Users\320257223\PycharmProjects\domain_gen_IL\CMNIST\job_scripts\seed34_job_102.err.txt","python train_sandbox.py --data_dir ..\data --output_dir ..\results\E3b_tail_support --exp_name e3b_tail_support --lr 0.0001 --batch_size 25000 --dropout_p 0.2 --seed 3 --algorithm irm --steps 600 --train_envs 0.1,0.2,0.5,0.9 --train_env_sizes 5800,1800,350,50 --test_envs 0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0 --tail_support_condition near_missing_tail --tail_support_source_envs 0.1,0.2,0.5,0.9 --tail_support_tail_env 0.9 --tail_support_head_env 0.1 --erm_pretrain_iters 400 --lr_cos_sched --penalty_weight 1000 --save_ckpts"
